"Страна";"Дата";"Заражений";"Выздоровлений";"Смертей";"Заражений за день";"Выздоровлений за день";"Смертей за день"
Андорра;02.01.2021;8166;7463;84;49;0;0
Босния и Герцеговина;06.12.2020;94507;58625;2952;739;591;30
Узбекистан;06.11.2020;68139;65333;579;130;79;0
Антигуа и Барбуда;19.12.2020;152;141;5;0;0;0
Восточный Тимор;20.01.2021;53;49;0;1;0;0
Ирландия;01.10.2020;36597;23364;1806;442;0;2
Сенегал;26.01.2021;25127;20870;592;134;189;10
Филиппины;26.01.2021;516166;475423;10386;1170;1;94
Маврикий;19.04.2021;1203;934;15;0;0;0
Таиланд;30.03.2021;28821;26873;94;48;0;0
ЦАР;05.01.2021;4963;1924;63;0;0;0
Малави;10.05.2021;34180;32164;1153;9;5;0
Франция;26.03.2021;4526554;294865;94432;41882;1455;897
Ямайка;12.03.2021;29387;14912;480;419;131;5
Аргентина;08.08.2020;241811;108242;4523;6134;4945;112
Кипр;03.04.2021;47847;2057;262;705;0;1
Мозамбик;04.09.2020;4265;2511;26;58;141;0
Никарагуа;29.07.2020;3672;2492;116;0;0;0
Сальвадор;26.09.2020;28722;22643;826;92;0;0
Доминика;28.06.2021;193;191;0;0;0;0
Бангладеш;06.12.2020;477545;395960;6838;1756;2552;31
Бутан;24.03.2021;870;867;1;1;0;0
Лихтенштейн;06.01.2021;2362;2005;48;30;0;0
Монако;02.10.2020;221;188;2;2;1;0
Лаос;21.03.2021;49;45;0;0;0;0
Ливия;17.07.2020;1704;380;47;52;1;1
Сомали;18.05.2021;14575;6579;762;89;254;9
Суринам;16.10.2020;5113;4921;109;19;14;0
Гаити;25.08.2020;8110;5624;196;28;0;0
Непал;09.07.2020;16531;7891;35;108;139;0
Саудовская Аравия;17.08.2020;299914;268385;3436;1372;1432;28
Уганда;09.08.2020;1283;1115;7;16;0;1
Сан-Марино;23.07.2020;716;656;42;0;0;0
Канада;21.03.2021;938856;882026;22677;3142;2509;33
Пакистан;15.11.2020;359032;323824;7160;2128;599;19
Бурунди;25.09.2020;483;462;1;6;0;0
Катар;25.12.2020;142734;140542;244;129;138;1
Великобритания;20.05.2021;4471065;15407;127963;2699;67;7
Ботсвана;09.07.2020;314;31;1;0;0;0
Йемен;07.07.2020;1297;591;348;7;19;3
Грузия;04.10.2020;8118;4244;50;554;252;2
Сирия;07.01.2021;12084;5824;755;96;71;8
Мьянма;15.11.2020;68994;52351;1577;983;989;25
ОАЭ;12.05.2021;540646;520882;1619;1508;1477;2
Бельгия;14.06.2021;1076579;0;25093;241;0;5
Зимбабве;23.07.2020;2124;510;28;90;0;2
Ливан;12.09.2020;23669;7936;239;686;624;10
Чехия;03.03.2021;1269058;1093537;20941;16816;10920;240
Гвинея;24.06.2021;23615;22379;168;36;19;0
Сьерра-Леоне;04.04.2021;3988;2824;79;1;2;0
Эфиопия;12.05.2021;264367;214808;3938;695;2241;27
Албания;12.05.2021;131845;120072;2423;42;1011;3
Micronesia;30.04.2021;1;1;0;0;0;0
Швейцария;07.01.2021;474764;317600;8353;3975;0;66
Куба;26.02.2021;48441;43735;314;875;926;2
Гайана;29.08.2020;1184;636;35;4;3;0
Литва;15.02.2021;190937;175034;3080;213;32721;10
Танзания;26.03.2021;509;183;21;0;0;0
Фиджи;17.05.2021;174;119;4;2;0;0
Люксембург;01.07.2020;4345;4003;110;46;5;0
Беларусь;19.11.2020;119390;99584;1074;1382;1266;7
Греция;27.05.2021;396970;93764;11955;1876;0;39
Панама;10.01.2021;279196;219144;4455;2424;1600;49
Ирак;14.12.2020;575972;509474;12603;1338;2028;24
Гренада;24.05.2021;161;160;1;0;0;0
Джибути;23.06.2021;11597;11436;155;2;2;0
Израиль;14.11.2020;323463;311666;2735;292;428;12
Судан;04.06.2021;35656;29364;2662;0;0;0
Камерун;14.04.2021;61731;35261;919;0;0;0
Финляндия;20.09.2020;8980;7700;339;58;0;0
Гондурас;09.06.2021;243467;86549;6559;671;131;27
Турция;11.08.2020;243180;226155;5873;1183;1185;15
Коста-Рика;15.09.2020;58137;21536;633;776;330;12
Румыния;08.01.2021;663799;595007;16506;4841;3411;96
Мальта;30.11.2020;9873;7665;137;121;108;4
Багамские острова;16.07.2020;124;91;11;5;0;0
Эритрея;27.01.2021;2085;1549;7;115;19;0
Швеция;13.02.2021;608411;0;12428;0;0;0
Парагвай;04.06.2021;368183;301909;9609;3481;2315;111
Marshall Islands;31.07.2020;0;0;0;0;0;0
Сан-Томе и Принсипи;17.12.2020;1011;955;17;1;0;0
Чад;11.10.2020;1304;1115;92;13;12;0
Малайзия;19.08.2020;9235;8924;125;16;23;0
Вьетнам;14.02.2021;2228;1532;35;33;3;0
Чили;16.12.2020;576731;549852;15959;1402;1662;10
Нигерия;26.05.2021;166146;156529;2071;48;1;0
Азербайджан;31.10.2020;55269;43543;730;1095;547;12
Кабо-Верде;28.10.2020;8548;7701;94;76;102;0
Япония;30.10.2020;100446;91184;1756;774;560;8
Сейшельские острова;23.03.2021;3798;3157;16;28;0;0
Оман;01.08.2020;79159;61421;421;0;0;0
Монголия;27.05.2021;55852;48749;263;785;75;4
Польша;11.02.2021;1570658;1324101;40177;7013;4466;456
Буркина-Фасо;27.09.2020;2008;1276;56;35;12;0
Тринидад и Тобаго;24.11.2020;6488;5639;115;13;17;0
Дания;26.12.2020;151764;109208;1153;1838;3238;19
ЮАР;18.12.2020;901538;783818;24285;8725;3505;274
Гамбия;15.11.2020;3702;3571;122;0;4;0
Словения;27.11.2020;72674;51121;1293;1601;1467;48
Габон;17.09.2020;8678;7827;53;0;0;0
Южный Судан;03.01.2021;3558;3131;63;0;0;0
Кирибати;14.07.2020;0;0;0;0;0;0
ДР Конго;21.08.2020;9802;8920;248;45;25;1
Южная Корея;08.01.2021;67999;49324;1100;641;955;19
Республика Конго;11.11.2020;5379;3887;92;0;0;0
Гана;25.09.2020;46222;45417;299;0;0;0
Эстония;23.10.2020;4300;3418;73;53;52;2
Нидерланды;14.09.2020;87194;2061;6296;1318;25;4
Венгрия;27.02.2021;424130;319691;14902;4948;1792;107
Намибия;09.02.2021;35201;33675;377;131;102;2
Россия;25.03.2021;4442492;4062446;95010;9128;10743;386
Венесуэла;15.03.2021;146488;137948;1444;1109;807;14
Перу;08.08.2020;463875;319171;61066;0;4839;662
Доминиканская Республика;13.11.2020;132554;109268;2280;918;133;6
Коморские острова;12.03.2021;3618;3436;146;3;2;0
Австрия;21.07.2020;19827;17716;710;84;57;-1
Армения;30.07.2020;38196;28366;728;259;542;5
Испания;12.03.2021;3183704;150376;72258;5348;0;173
Барбадос;15.03.2021;3442;3215;38;21;41;1
Белиз;18.11.2020;4958;2680;100;38;20;4
Кувейт;14.05.2021;290006;275745;1681;763;1191;7
Северная Македония;07.12.2020;68332;44705;1949;364;1059;25
Китай;29.01.2021;100747;93134;4821;106;102;1
Таджикистан;04.11.2020;11139;10438;83;43;49;1
Мексика;07.06.2021;2434562;1941913;228838;881;2317;34
Казахстан;07.04.2021;312558;279014;6028;2802;1798;0
Бразилия;28.01.2021;9058687;7979513;221547;61811;15337;1386
Мали;08.05.2021;14082;8981;499;23;44;2
Судно "MS Zaandam";15.10.2020;9;0;2;0;0;0
Папуа — Новая Гвинея;19.01.2021;834;755;9;0;0;0
Италия;17.08.2020;254235;203968;35400;320;182;4
Сирия;23.11.2020;7295;3155;380;70;58;4
Иордания;18.04.2021;685973;638481;8246;2507;6537;68
Мавритания;28.04.2021;18346;17632;455;32;12;0
ОАЭ;18.03.2021;434465;416105;1424;2101;2628;10
Панама;04.09.2020;95596;68742;2063;682;544;17
Бельгия;04.05.2021;999627;0;24367;2731;0;45
Зимбабве;14.10.2020;8055;7640;231;19;8;1
Чехия;27.05.2021;1659980;1614915;30059;547;510;5
Сент-Китс и Невис;03.04.2021;44;44;0;0;0;0
Сьерра-Леоне;28.06.2021;5443;3458;97;62;19;3
Эфиопия;18.03.2021;181869;145349;2602;2057;330;10
Мальта;25.07.2020;686;665;9;0;0;0
Албания;18.03.2021;119528;83264;2106;590;710;14
Micronesia;18.06.2021;1;1;0;0;0;0
Швеция;08.10.2020;97532;0;5892;855;0;0
Швейцария;23.11.2020;300352;206700;4423;9751;26000;102
Куба;07.12.2020;8906;7997;136;124;34;0
Турция;17.12.2020;1955680;1721607;17364;27515;30494;243
Литва;02.12.2020;64621;31058;675;2110;1536;34
Танзания;20.05.2021;509;183;21;0;0;0
Фиджи;29.03.2021;67;64;2;0;0;0
Беларусь;11.01.2021;213993;196284;1526;1792;1300;9
Лихтенштейн;24.11.2020;1210;952;14;28;0;1
Лаос;09.05.2021;1302;232;1;69;82;1
Ливия;02.09.2020;15156;1746;250;532;70;8
Суринам;21.07.2020;1131;705;21;52;49;0
Гаити;09.07.2020;6432;2181;117;61;0;4
Непал;25.08.2020;33533;19119;164;855;313;7
Саудовская Аравия;05.10.2020;336766;322055;4898;379;570;23
Сан-Марино;14.10.2020;772;682;42;6;0;0
Пакистан;30.12.2020;479715;435073;10105;2475;4960;58
Польша;06.10.2020;104316;74158;2717;2236;606;58
Катар;08.02.2021;154525;147033;251;427;123;1
Бурунди;11.08.2020;408;315;1;0;0;0
Латвия;27.06.2021;137210;133489;2503;41;0;0
Ботсвана;25.08.2020;1562;199;3;0;0;0
Йемен;27.08.2020;1933;1098;562;3;1;2
Самоа;21.09.2020;0;0;0;0;0;0
Восточный Тимор;25.10.2020;29;28;0;0;0;0
Антигуа и Барбуда;29.01.2021;218;175;6;3;1;0
Ирландия;21.08.2020;27755;23364;1776;79;0;0
Сенегал;04.11.2020;15650;15245;326;10;96;0
Филиппины;04.11.2020;388137;349091;7367;976;124;49
Маврикий;13.06.2021;1673;1247;18;107;4;0
Таиланд;16.05.2021;101447;26873;589;2302;0;24
ЦАР;25.11.2020;4911;1924;63;0;0;0
Франция;20.05.2021;5629921;382501;108477;-348840;0;133
Гамбия;10.07.2020;64;34;3;1;2;0
Нидерланды;20.01.2021;940106;12102;13350;5603;64;86
Аргентина;28.09.2020;723132;576715;16113;11807;10780;364
Мозамбик;15.07.2020;1330;375;9;62;2;0
Никарагуа;24.10.2020;5434;4225;155;0;0;0
Сальвадор;10.08.2020;20872;9720;563;449;94;14
Доминика;04.04.2021;165;159;0;0;0;0
Бангладеш;27.02.2021;545831;496107;8400;407;609;5
Руанда;28.06.2021;37384;27272;427;757;182;7
Бутан;06.05.2021;1161;1028;1;17;11;0
Иран;28.11.2020;935799;648831;47486;13402;8766;391
Гвинея-Бисау;01.05.2021;3736;3327;67;2;12;0
Камбоджа;29.05.2021;28825;21315;203;588;415;7
Бенин;17.10.2020;2496;2330;41;0;0;0
Сингапур;03.12.2020;58239;58145;29;9;1;0
Алжир;29.03.2021;116946;81349;3084;110;33;4
Словакия;09.05.2021;385475;255300;12019;80;0;29
Молдавия;17.10.2020;66652;47230;1569;792;687;20
Италия;23.12.2020;1991278;1322067;70395;13908;20494;553
Боливия;27.02.2021;248547;192553;11628;656;603;19
Тунис;02.08.2020;1561;1221;51;9;4;0
Сент-Винсент и Гренадины;20.12.2020;104;85;0;4;3;0
Экваториальная Гвинея;15.09.2020;5000;4496;83;0;0;0
Гватемала;12.10.2020;97826;87016;3387;111;434;3
Бруней;13.04.2021;219;206;3;0;0;0
Андорра;12.11.2020;5616;4585;75;49;97;0
Босния и Герцеговина;27.02.2021;130979;115847;5071;0;0;0
Доминиканская Республика;01.01.2021;172218;131543;2416;1433;358;2
Коморские острова;03.06.2021;3882;3726;146;0;0;0
Австрия;16.10.2020;61387;47618;882;1163;820;5
Армения;23.10.2020;73310;50276;1145;2474;489;14
Испания;03.06.2021;3693012;150376;80049;5250;0;0
Барбадос;31.05.2021;4017;3922;47;0;0;0
Белиз;12.01.2021;11366;10502;277;34;83;2
Кения;12.09.2020;35969;22771;619;176;329;3
Summer Olympics 2020;17.09.2020;0;0;0;0;0;0
Северная Македония;26.02.2021;101762;90895;3119;548;210;8
Китай;19.12.2020;95716;89291;4770;136;134;0
Таджикистан;26.01.2021;13714;13218;91;0;0;0
Мексика;25.04.2021;2328391;1850680;214947;1653;2503;94
Казахстан;25.06.2021;473228;442620;7666;1730;1165;0
Бразилия;02.11.2020;5554206;5039438;160253;8501;17100;179
Мали;22.03.2021;9380;6644;371;50;16;3
Судно "MS Zaandam";22.07.2020;9;0;2;0;0;0
Сербия;22.12.2020;307827;0;2782;4080;0;49
Папуа — Новая Гвинея;26.10.2020;588;546;7;5;1;0
Лесото;24.09.2020;1554;782;35;47;16;0
Буркина-Фасо;09.08.2020;1175;974;54;0;0;0
Тринидад и Тобаго;06.01.2021;7196;6744;127;10;9;0
Дания;07.02.2021;202307;193377;2217;436;591;1
ЮАР;30.01.2021;1449236;1292921;43951;5297;8140;318
Словения;20.02.2021;184352;169406;3769;956;974;7
Габон;02.07.2020;5513;2508;42;0;0;0
Южный Судан;11.11.2020;2960;1290;59;0;0;0
Кирибати;05.09.2020;0;0;0;0;0;0
Португалия;24.03.2021;818787;769838;16805;575;752;11
Узбекистан;01.07.2020;8781;5847;26;278;165;0
ДР Конго;01.10.2020;10685;10165;272;26;26;0
Южная Корея;22.11.2020;31004;26539;509;271;73;4
Республика Конго;03.01.2021;7107;5846;108;0;0;0
Гана;11.08.2020;41404;39055;215;192;328;0
Эстония;30.07.2020;2051;1926;69;9;0;0
Венгрия;06.12.2020;250278;71682;5868;6697;1286;162
Намибия;24.12.2020;20579;17198;187;595;306;4
Венесуэла;31.05.2021;234165;215640;2646;1365;1050;17
Перу;28.09.2020;805302;664490;81761;5160;6654;166
Marshall Islands;22.10.2020;0;0;0;0;0;0
Уганда;15.12.2020;28168;10005;225;402;84;1
Замбия;22.03.2021;86535;83319;1182;86;61;3
Сан-Томе и Принсипи;31.01.2021;1257;1023;17;1;0;0
Мадагаскар;31.03.2021;24426;21908;418;162;132;15
Чад;26.07.2020;915;810;75;0;0;0
Малайзия;03.10.2020;12088;10215;139;317;121;1
Монако;07.02.2021;1655;1380;19;8;18;0
Кот-д’Ивуар;09.09.2020;18815;17770;119;37;82;0
Вьетнам;03.12.2020;1361;1209;35;3;8;0
Чили;01.02.2021;730888;686374;18537;3779;4393;85
Нигерия;04.03.2021;157671;136335;1951;711;523;12
Азербайджан;14.01.2021;226200;213279;2971;380;1159;14
Кабо-Верде;17.01.2021;12993;12219;119;92;85;0
Черногория;08.03.2021;80191;70137;1085;417;492;18
Сейшельские острова;07.05.2021;7675;5277;28;483;0;0
Грузия;09.02.2021;263057;254916;3306;829;566;8
Оман;21.10.2020;111484;97367;1137;451;418;15
Монголия;03.03.2021;3076;2415;2;44;55;0
Эквадор;13.04.2021;347589;298604;17351;519;8290;53
Ирак;03.02.2021;623072;595869;13079;1317;1275;11
Гренада;06.03.2021;148;147;1;0;0;0
Джибути;09.04.2021;9662;7551;94;183;163;2
Израиль;31.12.2020;423262;376322;3325;6678;4037;18
Мьянма;10.07.2020;326;256;6;5;2;0
Судан;11.03.2021;30686;23397;1940;0;129;25
Афганистан;06.05.2021;61162;53961;2664;365;211;10
Финляндия;29.06.2020;7209;6600;328;11;0;0
Гондурас;23.04.2021;205696;77531;5095;868;100;48
Гайана;04.01.2021;6379;5936;166;21;37;2
Ангола;12.04.2021;23549;22093;554;92;35;1
Коста-Рика;04.07.2020;4621;1721;18;310;64;0
Люксембург;06.11.2020;21806;12094;180;659;575;3
Румыния;22.11.2020;418645;295148;10047;5837;7838;131
Египет;03.03.2021;184168;142155;10822;577;500;44
Багамские острова;03.09.2020;2386;893;50;49;44;0
Эритрея;03.11.2020;480;426;0;0;0;0
Парагвай;11.03.2021;175827;145470;3411;1814;1326;24
Сингапур;25.12.2020;58509;58352;29;14;20;0
Бенин;25.09.2020;2325;1960;40;0;6;0
Кувейт;29.04.2021;272562;255817;1554;1417;1394;8
Алжир;03.03.2021;113593;78524;2996;163;147;5
Гвинея-Бисау;09.04.2021;3675;3049;66;11;7;0
Иран;20.12.2020;1158384;885054;53625;6312;9111;177
Камбоджа;07.05.2021;18179;6884;114;558;41;0
Экваториальная Гвинея;24.08.2020;4926;3795;83;0;0;0
Сент-Винсент и Гренадины;28.11.2020;85;79;0;0;0;0
Италия;30.08.2020;268218;208536;35477;1365;312;4
Тунис;12.08.2020;1780;1278;52;42;6;0
Андорра;02.11.2020;4888;3548;75;63;73;0
Босния и Герцеговина;05.02.2021;123434;97128;4775;606;1032;30
Гватемала;02.10.2020;93090;81466;3267;681;666;6
Молдавия;25.09.2020;49666;37023;1264;713;380;12
Словакия;04.06.2021;390223;255300;12382;94;0;7
Боливия;05.02.2021;225910;166446;10687;1676;1546;54
Таиланд;22.05.2021;126118;26873;759;3052;0;24
Филиппины;10.11.2020;399749;361919;7661;1300;135;14
Франция;26.05.2021;5683143;388128;109188;12657;1330;145
ЦАР;30.10.2020;4866;1924;62;3;0;0
Восточный Тимор;20.11.2020;30;30;0;0;0;0
Самоа;26.08.2020;0;0;0;0;0;0
Антигуа и Барбуда;24.02.2021;646;233;14;10;0;0
Гамбия;04.02.2021;4184;3876;132;0;0;0
Сенегал;10.11.2020;15720;15366;326;9;17;0
Ирландия;26.07.2020;25881;23364;1764;12;0;0
Доминика;30.04.2021;174;172;0;0;0;0
Никарагуа;28.09.2020;5073;2913;149;0;0;0
Сальвадор;04.08.2020;18262;8954;486;419;145;9
Нидерланды;25.07.2020;52984;196;6159;147;1;1
Бутан;01.06.2021;1632;1308;1;12;0;0
Россия;10.06.2021;5108217;4716833;123178;11560;9962;376
Бангладеш;05.02.2021;537465;482424;8182;435;507;7
Аргентина;24.10.2020;1081336;881113;28613;11968;14418;275
Кипр;19.06.2021;74641;39061;375;76;0;0
Пакистан;21.01.2021;528891;482771;11204;1745;2075;47
Сан-Марино;08.10.2020;752;682;42;1;2;0
Ливия;08.09.2020;19583;2247;314;749;121;18
Суринам;16.08.2020;3016;2036;47;55;46;5
Лаос;04.06.2021;1952;1680;3;9;26;0
Гаити;03.07.2020;6040;1286;107;65;145;2
Лихтенштейн;29.10.2020;520;265;1;36;37;0
Саудовская Аравия;15.10.2020;341062;327327;5127;472;507;19
Непал;16.09.2020;58327;41706;379;1539;1068;8
Польша;24.11.2020;909066;454717;14314;32733;15849;540
Йемен;22.09.2020;2028;1240;586;0;5;0
Ботсвана;16.09.2020;2463;575;11;0;0;0
Япония;20.02.2021;424520;397137;7443;1233;1801;78
Катар;14.02.2021;157244;148314;255;440;177;0
Бурунди;05.08.2020;395;304;1;0;0;0
ОАЭ;12.03.2021;422246;401539;1378;2250;1736;9
Бельгия;08.04.2021;913057;0;23348;4845;0;47
Чехия;17.05.2021;1653099;1596931;29913;259;4668;12
Ливан;13.07.2020;2419;1423;36;85;3;0
Зимбабве;08.10.2020;7951;6446;229;32;5;0
Иордания;24.04.2021;700423;664772;8563;1259;3340;49
Сирия;01.11.2020;5789;2021;292;61;45;4
Панама;26.12.2020;228724;183522;3799;2064;1773;43
Литва;24.12.2020;124856;77526;1466;3966;1343;36
Куба;13.12.2020;9423;8434;137;69;63;0
Швеция;22.11.2020;208295;0;6406;0;0;0
Швейцария;01.11.2020;154251;65200;2437;0;0;59
Мальта;20.01.2021;16129;13054;244;187;189;2
Беларусь;17.01.2021;225461;209208;1582;1924;2532;9
Фиджи;03.03.2021;63;54;2;4;0;0
Танзания;26.05.2021;509;183;21;0;0;0
Албания;12.03.2021;116123;79131;2018;681;872;16
